ID,y,g
1001,1.8591213670945956,0.8059541704906794
1002,-0.13494778508737582,0.7083319493309427
1003,1.0218368375700362,0.5605588857628717
1004,1.3642285311370514,1.4714232067039383
1006,2.2183890949578475,3.140056754070299
1007,3.2234174720693445,2.234668192215619
1011,2.9307251097998024,2.0728849678608343
1012,1.4309688098150746,1.6248691710922087
1013,0.5497824116772161,-0.25629481080437577
1015,2.368294895216932,1.8881730656480833
1018,0.7705066686582918,0.07333218408061809
1019,1.5921677726990533,1.7337790057559128
1020,0.908859152173324,0.7239381264036513
1021,0.5906546760980667,1.0627383264560721
1022,1.4717070950181563,0.8986270512983734
1023,-0.4378463887836048,1.1451083706741885
1024,2.9647536486624366,2.165108351528499
1025,-1.561302719055098,0.11806341032414346
1026,1.145642234120138,1.2424474351818577
1027,1.705839083999584,0.3389782648375437
1028,3.5169110861929167,2.786128655823739
1029,0.6899627353686544,1.0777923342110514
1030,1.4198715221410079,1.9170479245028387
1032,0.41827520131653023,-0.3292875352579208
1033,1.2926689703299745,1.6158851581899438
1034,0.5703156844378913,0.7503743281621322
1035,1.8143201013949728,2.4683564226101993
1036,1.01238998604998,1.8790352476696424
1037,4.186896513806028,2.366291824841788
1038,1.4910040275531198,1.4383694448866038
1039,2.268941344094204,2.1347183076130185
1040,1.53299661217092,0.5641254485573373
1041,1.0258412574439362,1.3181347998854342
1042,3.1617802090892027,0.9888151146585963
1043,2.2287634587948895,0.21558240563754733
1044,0.37631469757559505,0.007816015517037747
1045,1.0434085168410887,2.5455545891683644
1046,0.6795337134732304,2.441108281628076
1047,1.085953695204691,1.6172837697536941
1048,3.7725019706171428,3.306343774706349
1049,-0.21753561540876631,0.7932195596909243
1050,1.040238320110781,0.6285523615250449
1051,-0.6985422568573076,0.8766250313912389
1052,2.2851786920245747,1.4735698167682647
1053,-1.6525156386239814,0.7512451080291984
1054,3.983101961799135,2.406067528063053
1055,0.3470474931224535,0.08328794620243152
1056,1.9963285148722294,0.9138874756708278
1057,3.4125114008738033,2.1735004677246814
