ID,y,g
1001,4.193389885568749,3.084633192757823
1002,5.250284361157517,4.923300065366373
1003,3.0804167127367883,3.1585406378086107
1004,2.5228458701993612,3.648815383637555
1006,4.574497957921724,4.231759900373762
1007,1.4743870775535615,2.6677514321865994
1011,1.0602012381044823,1.4451500061574145
1012,4.634363529992809,4.016799326868409
1013,4.124478374660827,2.0874517677560163
1015,3.6102282568022543,3.2911959252222616
1018,2.4261761500623775,3.302873959581452
1019,4.123438414972831,3.413593055112962
1020,1.114098622772306,2.026645264857086
1021,0.8109820865818662,0.7136305725753579
1022,-0.09265327009991564,1.2147735829994388
1023,2.955969720485023,2.8407951095647035
1024,3.9881574408481844,3.3883002303370913
1025,4.542638656667926,3.94540912655578
1026,3.302733513571188,3.2646171828476267
1027,3.717207747316491,3.286089948096141
1028,5.824190415086015,3.30706355436606
1029,2.5340512097770236,2.217213511092697
1030,3.0304283539042833,3.210805205250892
1032,1.8408140147112055,-0.044853162579393785
1033,3.5979397155948227,4.142861484379906
1034,3.333653286629038,4.366265999585043
1035,2.9446839040235857,2.543926347787995
1036,2.392732282758298,3.8671623635074552
1037,5.779900499885587,4.263490246177151
1038,-1.6731774190736608,1.3679678037053005
1039,5.714310687673075,4.92197907035963
1040,1.1501446855133262,0.8135325097673293
1041,0.6661527961624054,2.5918717413848533
1042,1.2799740972609333,1.992216918755769
1043,3.1127823183099514,2.614186680608383
1044,1.871086915766928,2.223404336469601
1045,3.55971346956173,3.344926300506
1046,4.123664120279506,3.061304022661492
1047,6.390120136859745,4.61474935544879
1048,2.1232074053588375,1.3824679369250916
1049,0.99566937222743,1.8042612448387125
1050,4.126620461904265,3.962791828700448
1051,4.074393521179511,3.785182940622802
1052,2.7583362571085015,3.9466769809301083
1053,5.966367574390468,4.642132963364132
1054,2.823583175715116,4.3926856430790036
1055,3.780905656938124,2.2148462652159635
1056,1.9369660712436088,2.8224682653665925
1057,3.505225805204443,3.471152687453928
1058,4.104597728515739,1.903728793327372
1059,3.881842930745824,3.296918187663768
1060,1.015945488837416,2.925697319764043
1061,0.625353277943957,2.106117897912864
1062,2.0098309153924148,2.2436172103222143
1063,3.5431791431550774,1.5470832484127923
1064,3.030999328683871,3.0632906767942734
1066,4.05276137769816,3.5351529108668203
1067,-0.6123534979803225,1.7608922461006156
1068,3.895437096907319,2.997510483962383
1069,1.8542477344939086,2.8243690270921182
1071,2.533839848800695,2.4570660772004156
1072,2.4511183150828444,2.7367835965475935
1073,3.054191477226559,3.3087817273527564
1074,2.0213287118963903,1.498239707910959
1075,3.365040869700278,3.768545032924839
1076,4.8161590518045205,3.6147404008829733
1077,6.042776318115956,3.9699627022445516
1078,2.978285148727846,3.4805171906503016
1079,4.528493489837044,3.7465356603496787
1080,1.9195079166308258,3.0542870307072727
1082,2.185874807516348,1.9731734620096684
1083,2.3241047564756827,2.470682092489764
1084,5.254395520488863,2.7955099258574143
1085,1.7080169679123207,1.7690842576171069
1086,2.6292595441490576,2.8223079148478036
1087,4.600798844582765,2.840561605164077
1088,0.8539531884974434,2.3517708248736833
1089,1.5977796045539103,2.8643328459828474
1090,1.1156041255462594,1.532549012022368
1091,4.976375861004084,4.562891135042511
1092,2.639698531895387,2.5402434744743894
1093,2.3056882007117223,2.9959209497264196
1094,2.4478291203818845,3.0233542847534207
1095,0.8013227295260028,2.562437103442017
1096,2.525999441065322,3.2590815510746376
1097,3.302644566886535,4.045265773853594
1098,2.573551736059479,0.977316789259208
1099,4.423749593357345,4.184129707286975
1100,2.943414257639285,1.0737224493378856
1101,2.1213109920951045,2.4105615326880265
1103,0.40661629727003046,1.8674629078275424
1104,1.2372930142949994,2.2526102118705627
1105,3.0740093701424502,3.8108499969996794
1107,3.0376209867969033,2.4541019620033016
1108,0.468711307777922,1.3585501905704658
1109,2.018496750793034,1.4542825960683776
1110,4.193322864210273,2.8150337621677575
1111,0.9838630959950954,1.8881429823278202
1112,2.480717755045275,2.295245275683991
1113,1.4633859047114237,1.870372944185139
1114,1.1330239978619097,1.7798899888562423
1115,3.9373518292940934,2.6931047732192948
1116,0.5449276041456796,1.804914373954335
1117,1.9234201605523014,1.9666452159674712
1118,6.335314725452031,3.6150786515779094
1119,2.2777865803900768,2.418814683511272
1120,4.207943683793412,2.7877702289159854
1121,0.9312630079440067,2.1489080026764884
1122,1.281488268332902,2.71664395635024
1123,3.391212498581672,2.3194966308662384
1124,3.3177920498702225,3.868746065633795
1125,-0.2254743897661855,0.5213193702326064
1126,2.8374884448207145,3.3487802623574523
1128,2.6112353431685476,3.929821494275242
1130,3.4506105638591116,3.186194626991756
1131,1.7927114145280454,1.2617681401343932
1133,1.4137670504537225,2.194258547520404
1134,3.5461706563811037,2.8965736562455393
1135,2.0646765087299426,2.269416118154562
1136,5.596461815329395,3.388604303624696
1137,4.816152029307721,3.640733978784883
1138,3.9765000671098734,3.1905895313503194
1139,4.219082970912181,3.750959319318732
1140,1.2987190551286114,1.7556303606316979
1141,2.5132810983076235,1.3845267913315553
1142,0.5766168028015293,2.1300256713726387
1143,3.562519796009454,2.5217473316417953
1144,0.4907848759219129,2.2263252202537043
1145,-1.9328331201225672,1.0786634224224498
1146,2.976020660891592,2.723692368366346
1147,0.0029894961898582206,1.6802880855264313
1148,1.3542647752789319,1.720594224149617
1149,1.918298078500591,2.7143808108167313
1150,1.4001146851045845,1.2673974979388563
1151,1.8800201813876476,3.434320047202667
1152,2.6021890874926457,2.249141481384971
1153,3.5012806522394926,3.1480546795133684
1154,2.11100171361695,2.0144314224139737
1155,1.508968597010142,1.5833365811887945
1156,3.1028411340035413,1.5740432494161811
1157,3.8013895323071587,2.171361317548382
1158,2.388484649032395,2.840093677775582
1159,3.7950218942640292,2.9750107897386124
1160,4.599312839917058,2.7103061212374318
1161,2.368265260317886,2.7768586982040264
1162,5.601258879143789,3.9316538551037272
1163,2.831242804834193,2.5278005325348305
1164,2.2984844207131574,2.6427214595269493
1166,2.283871426466087,1.9710447405599818
1167,4.80411775811043,3.504436401455635
1168,3.4110237054619343,2.546196171912201
1169,3.3843987966566287,3.5151133290462497
1170,2.7340618255706506,2.623097145827267
1173,2.7112770233225865,2.944293505897933
1175,4.045193318354196,2.807721848714122
1176,4.110742640829869,3.1298482334850095
1177,7.079464518164369,4.770999342867826
1179,4.02653374430038,5.213257388841394
1181,2.3529922377551062,2.4008887145565185
1182,0.9876411032797097,1.1276094551210558
1184,1.2759456018250401,1.49641080213136
1185,2.9073568135835184,2.6501226819290116
1186,1.2584730286140948,1.0335626425079614
1188,3.0051053732951902,2.36464721290848
1189,3.816204819749351,2.7672870875518365
1190,1.014793643188313,1.5987872946209245
1191,2.295060960564198,3.4761851821891123
1192,5.020331435263805,4.573298318128392
1193,0.6128524165661259,1.2493768250577553
1194,4.055934861731427,4.285964773350609
1195,1.8814825162848283,2.602950879682267
1196,1.7828019117798164,2.1238553861628158
1197,2.240534303414643,2.676504290462105
1199,4.113794122484556,3.242567535848244
1201,4.529321230854317,3.5381626640635724
1202,3.5887697816007926,3.571551385705925
1203,2.568347256068968,2.7672295382307217
1205,1.40335536284187,2.9414148840100416
1206,3.701261857760775,2.8503140958615147
1207,2.7339249447531175,3.5713791914497497
1208,3.066737638396895,3.161173570066967
1209,3.86628876856836,3.634297117921688
1210,3.233368497284755,4.399890038997322
1211,2.0247206870171945,2.531370595127811
1212,2.3376529232665657,2.948380908234706
1214,2.0280165592153985,2.9848245009109258
1216,4.237378479354786,3.5435584984036916
1218,2.1704647686710827,3.2349710498261834
1220,4.469654315004521,4.02191354250682
1221,1.9456210158036968,2.0119509986408075
1222,4.648045073742745,3.2833466772977986
1223,2.8298128698169545,2.148040125819577
1224,4.786412750434143,3.527800904533713
1225,3.670254333208565,2.921064400146488
1226,3.0425362980443222,3.0689280961213683
1227,4.1101736237510185,3.5288331698703455
1228,2.525268589012554,3.4877131737420846
1229,2.3458619194683408,2.1611167313129305
1232,0.19713239746504496,1.6318454077842657
1233,3.2116233340268123,3.401542482333183
1234,1.3212956975231411,1.26263514613304
